section,runtime_id,ar,en,ur,tr,ug
tpl,tzsxxyl,ماذا تقول وقت الصعوبة؟,What do you say in times of difficulty?,مشکل وقت میں آپ کیا کہتے ہیں؟,Zorluk anında ne söylersin?,قىيىنچىلىق ۋاقتىدا نېمە دەيسىز؟
tpl,t1edsncn,ارسم وجهًا سعيدًا مع كلمة (يسر),Draw a happy face with the word (يسر),لفظ (یسر) کے ساتھ خوش چہرہ بنائیں,(يسر) kelimesiyle mutlu bir yüz çiz,(يسر) سۆزى بىلەن خۇشال چىراي سىزىڭ
tpl,t1abexc5,ما جزاء الشكر؟,What is the reward for gratitude?,شکر کا صلہ کیا ہے؟,Şükrün karşılığı nedir?,شۈكۈرنىڭ مۇكاپاتى نېمە؟
tpl,t1evyw6m,من المخاطَب في الآية؟,Who is being addressed in the ayah?,آیت میں کس کو خطاب کیا گیا ہے؟,Ayette kime hitap ediliyor?,ئايەتتە كىمگە خىتاب قىلىنغان؟
tpl,t8tpcgu,ما رقم سورة إبراهيم؟,What is the number of Surah Ibrahim?,سورۃ ابراہیم کا نمبر کیا ہے؟,İbrahim suresinin numarası kaçtır?,سۈرە ئىبراھىمنىڭ نومۇرى نەچچى؟
tpl,t1u2jo8u,بالِغ : _ _ _ _,بالِغ : _ _ _ _,بالِغ : _ _ _ _,بالِغ : _ _ _ _,بالِغ : _ _ _ _
tpl,t1mmiqag,كم اسمًا من أسماء الله في الآية؟,How many names of Allah are in the ayah?,آیت میں اللہ کے کتنے نام ہیں؟,Ayette Allah'ın kaç ismi geçiyor?,ئايەتتە اﷲنىڭ قانچە ئىسمى بار؟
tpl,t59w9ko,ما رقم سورة الطلاق؟,What is the number of Surah At-Talaq?,سورۃ الطلاق کا نمبر کیا ہے؟,Talak suresinin numarası kaçtır?,سۈرە تالاقنىڭ نومۇرى نەچچى؟
tpl,tiklewo,فصّل: الظّاهر =,Break apart: الظّاهر =,الگ کریں: الظّاهر =,Ayır: الظّاهر =,ئايرىڭ: الظّاهر =
tpl,t1k9g3tc,شكّل: الباطِن,Add diacritics: الباطِن,اعراب لگائیں: الباطِن,Harekele: الباطِن,ھەرىكە قويۇڭ: الباطِن
tpl,tgoms7g,الغَيْب : __ + ___,الغَيْب : __ + ___,الغَيْب : __ + ___,الغَيْب : __ + ___,الغَيْب : __ + ___
tpl,t1swefoi,لماذا الله يعلم الغيب؟,Why does Allah know the unseen?,اللہ غیب کیوں جانتا ہے؟,Allah gaybı neden bilir?,اﷲ نېمە ئۈچۈن غەيبنى بىلىدۇ؟
tpl,t1x5d0e5,ملك : __ + __ + __,ملك : __ + __ + __,ملك : __ + __ + __,ملك : __ + __ + __,ملك : __ + __ + __
tpl,t1ac6ilq,أكمل: الـوسـواس الـخـنـ___,Complete: الـوسـواس الـخـنـ___,مکمل کریں: الـوسـواس الـخـنـ___,Tamamla: الـوسـواس الـخـنـ___,تولۇقلاڭ: الـوسـواس الـخـنـ___
tpl,t17qzngo,كيف نحمي أنفسنا من الشيطان؟,How do we protect ourselves from Satan?,ہم شیطان سے اپنی حفاظت کیسے کریں؟,Kendimizi şeytandan nasıl korurus?,بىز ئۆزىمىزنى شەيتاندىن قانداق قوغدايمىز؟
tpl,tb2qnt,آخر (خوف) حرف:,Last letter of (خوف):,(خوف) کا آخری حرف:,(خوف) kelimesinin son harfi:,(خوف) نىڭ ئاخىرقى ھەرپى:
tpl,t18a32z7,لماذا نعبد الله؟,Why do we worship Allah?,ہم اللہ کی عبادت کیوں کرتے ہیں؟,Neden Allah'a ibadet ederiz?,بىز نېمە ئۈچۈن اﷲقا ئىبادەت قىلىمىز؟
tpl,tav0je5,تكرار حرف (ر) في آية ١,How many times does the letter (ر) repeat in ayah 1,آیت ١ میں حرف (ر) کتنی بار آیا,1. ayette (ر) harfi kaç kez tekrarlanıyor,1-ئايەتتە (ر) ھەرپى قانچە قېتىم تەكرارلانغان
tpl,t1adgfw4,عكس كلمة (يعلم),Opposite of the word (يعلم),لفظ (یعلم) کی ضد,(يعلم) kelimesinin zıttı,(يعلم) سۆزىنىڭ زىددى
tpl,t1rpi5z2,ممّ خُلق الإنسان؟,From what was man created?,انسان کس چیز سے پیدا کیا گیا؟,İnsan neden yaratıldı?,ئىنسان نېمىدىن يارىتىلغان؟
tpl,tdfyxl,أكمل: علّم الإنسان ما لم ___,Complete: علّم الإنسان ما لم ___,مکمل کریں: علّم الإنسان ما لم ___,Tamamla: علّم الإنسان ما لم ___,تولۇقلاڭ: علّم الإنسان ما لم ___
tpl,tzqxcaq,تكرار واو الجماعة (وا) =,How many times does the collective (وا) repeat =,جمع والا واو (وا) کتنی بار آیا =,Cemi (وا)'sı kaç kez tekrarlanıyor =,جەمئىي (وا) قانچە قېتىم تەكرارلانغان =
tpl,t6vd2xs,آخر كلمة حرفها الراء:,Last word whose letter is (ر):,آخری لفظ جس کا حرف (ر) ہو:,Harfi (ر) olan son kelime:,ھەرپى (ر) بولغان ئاخىرقى سۆز:
tpl,t1ivypjg,شكّل حرف (ر) في (خسر),Add diacritics to the letter (ر) in (خسر),(خسر) میں حرف (ر) پر اعراب لگائیں,(خسر) içindeki (ر) harfini harekele,(خسر) دىكى (ر) ھەرپىگە ھەرىكە قويۇڭ
tpl,t15gmp29,أعمالهم : __+__+__+__+__+__+__,أعمالهم : __+__+__+__+__+__+__,أعمالهم : __+__+__+__+__+__+__,أعمالهم : __+__+__+__+__+__+__,أعمالهم : __+__+__+__+__+__+__
tpl,t28b9ns,ماذا يحدث للأرض؟,What happens to the earth?,زمین کو کیا ہوتا ہے؟,Yeryüzüne ne olur?,زېمىنغا نېمە بولىدۇ؟
tpl,tti7lyt,تكرار كلمة (ألم) في السورة =,How many times does the word (ألم) repeat in the surah =,سورت میں لفظ (ألم) کتنی بار آیا =,Surede (ألم) kelimesi kaç kez tekrarlanıyor =,سۈرىدە (ألم) سۆزى قانچە قېتىم تەكرارلانغان =
tpl,t1etoj54,أكمل: تـضـلـيـل,Complete: تـضـلـيـل,مکمل کریں: تـضـلـيـل,Tamamla: تـضـلـيـل,تولۇقلاڭ: تـضـلـيـل
tpl,t1n6pium,فـصـلِّ : __ + __ + __,فـصـلِّ : __ + __ + __,فـصـلِّ : __ + __ + __,فـصـلِّ : __ + __ + __,فـصـلِّ : __ + __ + __
tpl,t4dvkxe,شكّل حرف (ر) في (الكوثر),Add diacritics to the letter (ر) in (الكوثر),(الکوثر) میں حرف (ر) پر اعراب لگائیں,(الكوثر) içindeki (ر) harfini harekele,(الكوثر) دىكى (ر) ھەرپىگە ھەرىكە قويۇڭ
tpl,tk237kz,أكمل: هـاويـ___,Complete: هـاويـ___,مکمل کریں: هـاويـ___,Tamamla: هـاويـ___,تولۇقلاڭ: هـاويـ___
tpl,t2xproe,أحد : __ + __ + __,أحد : __ + __ + __,أحد : __ + __ + __,أحد : __ + __ + __,أحد : __ + __ + __
tpl,tyo87rh,ماذا تُعلِّمنا السورة عن الله؟,What does the surah teach us about Allah?,یہ سورت ہمیں اللہ کے بارے میں کیا سکھاتی ہے؟,Bu sure bize Allah hakkında ne öğretiyor?,بۇ سۈرە بىزگە اﷲ توغرىسىدا نېمىنى ئۆگىتىدۇ؟
tpl,to2vtmi,العدل : __ + ___,العدل : __ + ___,العدل : __ + ___,العدل : __ + ___,العدل : __ + ___
tpl,t1fo5nqq,بماذا يأمرنا الله في الآية؟,What does Allah command us in the ayah?,اللہ اس آیت میں ہمیں کس چیز کا حکم دیتا ہے؟,Allah bu ayette bize ne emrediyor?,اﷲ بۇ ئايەتتە بىزگە نېمىنى بۇيرۇيدۇ؟
tpl,tif9ldj,يَجِدْكَ : __ + __ + __ + __ + __,يَجِدْكَ : __ + __ + __ + __ + __,يَجِدْكَ : __ + __ + __ + __ + __,يَجِدْكَ : __ + __ + __ + __ + __,يَجِدْكَ : __ + __ + __ + __ + __
tpl,t1psb280,الْأَشْقَى : __ + __ + __ + __ + __,الْأَشْقَى : __ + __ + __ + __ + __,الْأَشْقَى : __ + __ + __ + __ + __,الْأَشْقَى : __ + __ + __ + __ + __,الْأَشْقَى : __ + __ + __ + __ + __
tpl,t1oh2lhe,ما الذي ينفع الإنسان يوم القيامة بدل ماله؟,What benefits a person on the Day of Judgment instead of his wealth?,قیامت کے دن انسان کے مال کے بجائے کیا چیز اسے فائدہ دے گی؟,Kıyamet gününde insana malı yerine ne fayda verir?,قىيامەت كۈنى ئىنسانغا مېلىنىڭ ئورنىدا نېمە پايدا يەتكۈزىدۇ؟
tpl,t1dd3ixe,من هم أصحاب المشأمة؟,Who are the companions of the left?,اصحاب مشئمہ (بائیں والے) کون ہیں؟,Sol taraf ashabı kimlerdir?,سول تەرەپ ئىگىلىرى كىملەر؟
tpl,twplqqx,ما جزاء أصحاب المشأمة؟,What is the reward of the companions of the left?,اصحاب مشئمہ کا صلہ کیا ہے؟,Sol taraf ashabının karşılığı nedir?,سول تەرەپ ئىگىلىرىنىڭ مۇكاپاتى نېمە؟
tpl,tandizk,لماذا سُمّي يونس عليه السلام بـ(ذي النون)؟,Why was Yunus (peace be upon him) called (ذي النون)?,یونس علیہ السلام کو (ذی النون) کیوں کہا گیا؟,Yunus (a.s.) neden (ذي النون) diye adlandırıldı?,يۇنۇس ئەلەيھىسسالام نېمە ئۈچۈن (ذي النون) دەپ ئاتالغان؟
tpl,t1ltlplk,من أي سورة هاتان الآيتان؟,From which surah are these two ayahs?,یہ دونوں آیات کس سورت سے ہیں؟,Bu iki ayet hangi sureden?,بۇ ئىككى ئايەت قايسى سۈرىدىن؟
tpl,tia5f04,بم وصف يونس نفسه في دعائه؟,How did Yunus describe himself in his supplication?,یونس نے اپنی دعا میں اپنے آپ کو کیسے بیان کیا؟,"Yunus, duasında kendini nasıl tanımladı?",يۇنۇس دۇئاسىدا ئۆزىنى قانداق تەسۋىرلىگەن؟
tpl,t83ynjc,بم تعدل ليلة القدر في الفضل؟,What does Laylat al-Qadr equal in virtue?,لیلۃ القدر فضیلت میں کس کے برابر ہے؟,Kadir Gecesi fazilette neye denktir?,قەدر كېچىسى پەزىلەتتە نېمىگە تەڭ؟
tpl,t97w8mn,هُمَزَةٍ : __ + __ + __ + __,هُمَزَةٍ : __ + __ + __ + __,هُمَزَةٍ : __ + __ + __ + __,هُمَزَةٍ : __ + __ + __ + __,هُمَزَةٍ : __ + __ + __ + __
tpl,tmcl2fd,صف الحطمة كما وصفتها السورة:,Describe al-Hutamah as the surah described it:,الحطمہ کو بیان کریں جیسا سورت نے بیان کیا:,Hutame'yi surenin anlattığı gibi tarif et:,سۈرىدە بايان قىلىنغاندەك ھۇتەمەنى تەسۋىرلەڭ:
tpl,t1f1q142,من هو المكذّب بالدين كما وصفته السورة؟,"Who denies the religion, as the surah described him?",دین کو جھٹلانے والا کون ہے جیسا سورت نے بیان کیا؟,Surenin tarif ettiği gibi dini yalanlayan kimdir?,سۈرىدە تەسۋىرلەنگەندەك دىننى ئىنكار قىلغۇچى كىم؟
tpl,t1yvtomp,النَّجْمُ : __ + __ + __ + __ + __,النَّجْمُ : __ + __ + __ + __ + __,النَّجْمُ : __ + __ + __ + __ + __,النَّجْمُ : __ + __ + __ + __ + __,النَّجْمُ : __ + __ + __ + __ + __
tpl,toxl0z6,ما معنى قول الله: (إنه على رجعه لقادر)؟,What is the meaning of Allah's saying: (إنه على رجعه لقادر)?,اللہ کے قول (إنه على رجعه لقادر) کا کیا مطلب ہے؟,Allah'ın (إنه على رجعه لقادر) sözünün anlamı nedir?,اﷲنىڭ (إنه على رجعه لقادر) دېگەن سۆزىنىڭ مەنىسى نېمە؟
tpl,t1kl8gr0,من هم الحفظة المذكورون في السورة؟,Who are the guardians mentioned in the surah?,اس سورت میں مذکور نگہبان فرشتے کون ہیں؟,Surede bahsedilen koruyucu melekler kimlerdir?,سۈرىدە تىلغا ئېلىنغان مۇھاپىزەتچى پەرىشتىلەر كىملەر؟
tpl,ti25187,أول كلمة في الآية؟,First word in the ayah?,آیت کا پہلا لفظ؟,Ayetteki ilk kelime nedir?,ئايەتتىكى بىرىنچى سۆز؟
tpl,t441mj3,كم كوكبًا رأى يوسف في رؤياه؟,How many stars did Yusuf see in his dream?,یوسف نے اپنے خواب میں کتنے ستارے دیکھے؟,"Yusuf, rüyasında kaç yıldız gördü?",يۇسۇف چۈشىدە قانچە يۇلتۇز كۆرگەن؟
tpl,tz87bn3,ماذا نتعلم من كتمان يوسف لرؤياه عن إخوته؟,What do we learn from Yusuf concealing his dream from his brothers?,یوسف کا اپنے بھائیوں سے خواب چھپانا ہمیں کیا سکھاتا ہے؟,Yusuf'un rüyasını kardeşlerinden gizlemesinden ne öğreniyoruz?,يۇسۇفنىڭ چۈشىنى قېرىنداشلىرىدىن يوشۇرغانلىقىدىن نېمە ئۆگىنىمىز؟
tpl,tup9uv,من التي أوحى الله إليها في هذه الآية؟,Who did Allah inspire in this ayah?,اللہ نے اس آیت میں کس عورت کی طرف وحی کی؟,Allah bu ayette kime ilham etti?,اﷲ بۇ ئايەتتە كىمگە ۋەھىي قىلغان؟
tpl,t1x9jc7u,ما الدرس المستفاد من ثقة أم موسى بالله؟,What lesson do we learn from the trust of Musa's mother in Allah?,موسیٰ کی ماں کے اللہ پر بھروسے سے کیا سبق ملتا ہے؟,Musa'nın annesinin Allah'a güveninden ne ders alırız?,مۇسانىڭ ئانىسىنىڭ اﷲقا بولغان ئىشەنچىدىن قانداق ساۋاق ئالىمىز؟
tpl,txn5pic,(كلا) في الآية ١٧: اسم أم حرف؟,(كلا) in ayah 17: a noun or a letter?,آیت ١٧ میں (کلا): اسم ہے یا حرف؟,17. ayetteki (كلا): isim mi harf mi?,17-ئايەتتىكى (كلا): ئىسىممۇ ياكى ھەرپمۇ؟
tpl,t6e3tuo,ما الفرق بين موقف الإنسان من الغنى وموقفه من الفقر كما وصفت السورة؟,"What is the difference between a person's attitude toward wealth and toward poverty, as the surah describes?",سورت کے بیان کے مطابق، دولت اور غربت کے بارے میں انسان کے رویے میں کیا فرق ہے؟,"Surenin anlattığına göre, insanın zenginlik ve fakirlik karşısındaki tutumu arasındaki fark nedir?",سۈرىدە بايان قىلىنغاندەك، ئىنساننىڭ باي-كەمبەغەللىككە بولغان مۇئامىلىسىدىكى پەرق نېمە؟
tpl,tzxrqp0,ما هو (الدرّي) في وصف الكوكب؟,What is (الدرّي) in the description of the star?,ستارے کی صفت میں (الدری) کیا ہے؟,Yıldızın vasfındaki (الدرّي) nedir?,يۇلتۇزنى تەسۋىرلەشتىكى (الدرّي) نېمە؟
tpl,ty2hxsj,من الذي يهديه الله لنوره؟,Who does Allah guide to His light?,اللہ اپنے نور کی طرف کسے ہدایت دیتا ہے؟,Allah kimi nuruna hidayet eder?,اﷲ كىمنى نۇرىغا ھىدايەت قىلىدۇ؟
tpl,t1gz046x,رَشَدًا : __ + __ + __ + __ + __,رَشَدًا : __ + __ + __ + __ + __,رَشَدًا : __ + __ + __ + __ + __,رَشَدًا : __ + __ + __ + __ + __,رَشَدًا : __ + __ + __ + __ + __
tpl,tznlbba,كم سنة ناموا في الكهف؟,How many years did they sleep in the cave?,وہ غار میں کتنے سال سوئے؟,Mağarada kaç yıl uyudular?,ئۇلار غاردا قانچە يىل ئۇخلىغان؟
tpl,trh4flz,خَلِيفَةً : __ + __ + __ + __ + __ + __,خَلِيفَةً : __ + __ + __ + __ + __ + __,خَلِيفَةً : __ + __ + __ + __ + __ + __,خَلِيفَةً : __ + __ + __ + __ + __ + __,خَلِيفَةً : __ + __ + __ + __ + __ + __
tpl,tk48f6w,ماذا علّم الله آدم عليه السلام؟,What did Allah teach Adam (peace be upon him)?,اللہ نے آدم علیہ السلام کو کیا سکھایا؟,"Allah, Âdem'e (a.s.) ne öğretti?",اﷲ ئادەم ئەلەيھىسسالامغا نېمىنى ئۆگەتكەن؟
tpl,tyao2dm,من الذي خاطب الملائكة في بداية القصة؟,Who addressed the angels at the beginning of the story?,قصے کے آغاز میں فرشتوں سے کس نے خطاب کیا؟,Kıssanın başında meleklere kim hitap etti?,قىسسىنىڭ بېشىدا پەرىشتىلەرگە كىم خىتاب قىلغان؟
